#cluster_size,ratio,fiber_cost_get_min,fiber_cost_get_max,transport_cost_get_min,transport_cost_get_max,unplanned_cost_get_min,unplanned_cost_get_max,power_consumption_get_min,power_consumption_get_max,capex_min,capex_max,capex_sat_min,capex_sat_max,recurring_min,recurring_max,sum_min,sum_max
50,25,7.1486498987970295,9.531533198396039,15.351194463841036,15.351194463841036,1.5480050627047435,1.5480050627047435,2.838452388978349,5.203829379793638,20.090671528890923,28.352252269615665,16.399086366353252,20.713237678860317,26.886301814321158,31.634562104735455,46.97697334321208,59.98681437435112
50,50,6.881721923777344,9.175629231703127,9.336128273311425,9.336128273311425,1.287319162821209,1.287319162821209,2.4232408557641616,4.442608235567628,16.32537947955758,22.330201710926584,14.108107867619879,17.741991105047898,19.92841021567414,24.24168490340339,36.25378969523172,46.57188661432997
50,100,6.915114302731279,9.220152403641706,6.153309875845826,6.153309875845826,0.9940478286913883,0.9940478286913883,1.9380294392351378,3.5530539719310856,13.11186642297039,17.55079386128817,11.680545149095737,14.588953997442026,16.00050144650363,19.920564080110005,29.11236786947402,37.471357941398175
100,25,7.544834824550495,10.059779766067328,16.471027033917153,16.471027033917153,1.549009023027602,1.549009023027602,2.7185454146766905,4.9839999269072655,17.57150200804407,24.837138436481172,14.671384306043096,18.835911195318413,28.28341629617194,33.06381574991935,45.854918304216014,57.900954186400526
100,50,6.843192293840556,9.124256391787407,9.160529663778574,9.160529663778574,1.315524955952277,1.315524955952277,2.2861411095856887,4.1912587009070945,13.92367975135104,19.23778824928521,12.156376502131236,15.580699298965849,19.605388023157094,23.791569712425353,33.529067774508135,43.02935796171056
100,100,6.76241262043045,9.016550160573935,5.092734958742442,5.092734958742442,1.0112339689326382,1.0112339689326382,1.8094195549371375,3.3172691840514195,10.798126993652867,14.621290887689621,9.725832625473483,12.40238709339756,14.67580110304267,18.437788272300434,25.473928096695538,33.059079159990056
200,25,7.193756371635903,9.591675162181206,15.530691149805284,15.530691149805284,1.6538264415640715,1.6538264415640715,2.6865866430491883,4.925408845590177,15.330062446330981,21.342710535045,13.54521143284099,17.649309913345167,27.064860606054445,31.701601599140737,42.39492305238542,53.04431213418574
200,50,7.196161887797041,9.594882517062723,9.978443195752819,9.978443195752819,1.317888773121469,1.317888773121469,2.2629191485791464,4.148685105728434,12.771891160338678,17.675632522143545,11.365407754428492,14.765189775641266,20.755413005250478,25.039899591665446,33.52730416558916,42.71553211380899
200,100,6.729407905861943,8.97254387448259,5.092638559804089,5.092638559804089,1.038394761549954,1.038394761549954,1.770674444679109,3.2462364819117,9.67681236046599,13.217822649435416,8.811235621359355,11.426680620110357,14.631115671895095,18.349813677748333,24.307928032361083,31.56763632718375
