ratio,capex_mid_midpoint,fiber_cost_mid_midpoint,power_consumption_mid_midpoint,transport_cost_mid_midpoint,unplanned_cost_mid_midpoint,capex_mid_deviation,fiber_cost_mid_deviation,power_consumption_mid_deviation,transport_cost_mid_deviation,unplanned_cost_mid_deviation
25,17.303744148709114,3.121478580235134,3.682489171630453,11.351022896397737,1.4735254317845805,2.6546097315768673,0.44592551146216186,1.083085050479545,0.0,0.0
50,13.377092519163792,2.767739673716571,3.1298584321710323,6.067298995059301,1.266898418230059,1.8536924589356722,0.39539138195951007,0.9205465976973621,0.0,0.0
100,10.2807359783225,2.6813671383407054,2.5111130628949847,4.558259255214552,0.9885737318502336,1.3024900705447031,0.3830524483343867,0.7385626655573483,0.0,0.0
