ratio,capex_sat_mid_midpoint,power_consumption_mid_midpoint,unplanned_cost_mid_midpoint,capex_sat_mid_deviation,power_consumption_mid_deviation,unplanned_cost_mid_deviation,sum_mid_midpoint,sum_mid_deviation
25,17.944710764888804,4.015407444072633,1.5455023232540746,2.7544407529536716,1.1810021894331268,0.0,23.50562053221551,3.9354429423867985
50,15.437829139254823,3.426348126736,1.2843173837708708,2.287984016246841,1.0077494490399999,0.0,20.148494649761695,3.295733465286841
100,12.761090533948927,2.73537805836453,0.9893387270734442,1.80282898688555,0.8045229583425089,0.0,16.4858073193869,2.607351945228059
