ratio,capex_sat_mid_midpoint,power_consumption_mid_midpoint,unplanned_cost_mid_midpoint,capex_sat_mid_deviation,power_consumption_mid_deviation,unplanned_cost_mid_deviation,sum_mid_midpoint,sum_mid_deviation
25,12.853071677127245,3.682489171630453,1.4735254317845805,1.1040549619959776,1.083085050479545,0.0,18.009086280542277,2.1871400124755227
50,10.664896419394209,3.1298584321710323,1.266898418230059,0.9087996083858929,0.9205465976973621,0.0,15.0616532697953,1.829346206083255
100,8.635136897086781,2.5111130628949847,0.9885737318502336,0.7291853574883662,0.7385626655573483,0.0,12.134823691832,1.4677480230457145
