ratio,mid_deploy,mid_fiber_cost,mid_radio_cost,mid_router_cost,devation_deploy,devation_fiber_cost,devation_radio_cost,devation_router_cost
25,506.2111097486003,267.0403482949122,123.56981227307296,133.57384399369033,0.0,93.03328617485359,30.892453068268246,33.39346099842258
50,421.7818791510379,162.731765986175,101.27441438614457,108.48851737991579,0.0,56.693571032986746,25.318603596536136,27.122129344978944
100,343.10372802799907,98.7359448741433,76.81268252990158,89.65340014031794,0.0,34.39828278338025,19.20317063247539,22.41335003507949
