ratio,capex_sat_mid_midpoint,power_consumption_mid_midpoint,unplanned_cost_mid_midpoint,capex_sat_mid_deviation,power_consumption_mid_deviation,unplanned_cost_mid_deviation,sum_mid_midpoint,sum_mid_deviation
25,18.001717660627733,4.044435200683043,1.5584236100544944,2.7687504893331853,1.189539764906777,0.0,23.60457647136527,3.9582902542399623
50,15.507851219940653,3.4619812160794377,1.3004236467002273,2.305560793623881,1.018229769435128,0.0,20.27025608272032,3.323790563059009
100,12.851158488229805,2.7812097615593894,1.010206084866582,1.825437632125663,0.8180028710468792,0.0,16.642574334655777,2.643440503172542
