ratio,capex_mid_midpoint,fiber_cost_mid_midpoint,power_consumption_mid_midpoint,transport_cost_mid_midpoint,unplanned_cost_mid_midpoint,capex_mid_deviation,fiber_cost_mid_deviation,power_consumption_mid_deviation,transport_cost_mid_deviation,unplanned_cost_mid_deviation
25,17.173251905171263,0.8952828645631737,3.5294550454826537,10.291257301881616,1.403811950810323,2.6219866706924053,0.1278975520804534,1.0380750133772507,0.0,0.0
50,13.23794294838789,0.7804183995515079,2.9666831925380306,4.556367797983778,1.1953998237032637,1.8189050662416983,0.11148834279307257,0.8725538801582444,0.0,0.0
100,10.138429259539366,0.7147834279432304,2.3442577327258913,2.530388166253436,0.917046183890155,1.2669133908489183,0.10211191827760435,0.6894875684487914,0.0,0.0
