ratio,capex_mid_midpoint,fiber_cost_mid_midpoint,power_consumption_mid_midpoint,transport_cost_mid_midpoint,unplanned_cost_mid_midpoint,capex_mid_deviation,fiber_cost_mid_deviation,power_consumption_mid_deviation,transport_cost_mid_deviation,unplanned_cost_mid_deviation
25,23.667017537274244,11.055832248103727,4.044435200683043,18.876394051371303,1.5584236100544944,4.742465203442023,1.5794046068719618,1.189539764906777,0.0,0.0
50,18.910592328848846,10.71944284039876,3.4619812160794377,9.892851227730334,1.3004236467002273,3.4910302905943738,1.5313489771998219,1.018229769435128,0.0,0.0
100,15.047739057090205,10.754374079034768,2.7812097615593894,7.295512565427501,1.010206084866582,2.590696927111405,1.536339154147826,0.8180028710468792,0.0,0.0
