mgb,ratio25_cs50,ratio25_cs100,ratio25_cs200,ratio50_cs50,ratio50_cs100,ratio50_cs200,ratio100_cs50,ratio100_cs100,ratio100_cs200
5,2.5986411065275417,2.7709291628334864,3.134871339840284,2.5084131504012426,2.740313879352624,3.327914537854157,2.3923570820762743,2.624254725358366,3.6259314456035767
10,2.611502062606164,3.2750689972401106,5.793256433007985,2.525239451203728,3.541687101520353,5.967951695308871,2.415332250328769,3.568438411772168,6.440884252359663
20,3.4229555933025964,5.86752529898804,11.11712511091393,3.4620761066528605,6.311427170181462,11.385508592661402,3.463758025837395,6.3653431434732965,12.32588176850472
30,4.62848823101189,8.498620055197792,16.32209405501331,4.674216929847269,9.13805787150564,16.872271249419416,4.648951806296898,9.231891411899024,18.20665673124689
40,6.139529240475612,11.179852805887764,21.714285714285715,6.222883769091379,12.080676802354096,22.290292614955877,6.221706505763131,12.24838259545858,24.117983109786387
