ratio,capex_mid_midpoint,fiber_cost_mid_midpoint,power_consumption_mid_midpoint,transport_cost_mid_midpoint,unplanned_cost_mid_midpoint,capex_mid_deviation,fiber_cost_mid_deviation,power_consumption_mid_deviation,transport_cost_mid_deviation,unplanned_cost_mid_deviation
25,23.61001064153531,5.665217865252786,4.015407444072633,13.315623700569638,1.5455023232540746,4.728155467062509,0.8093168378932551,1.1810021894331268,0.0,0.0
50,18.84057024816302,5.429976962540586,3.426348126736,9.336128273311424,1.2843173837708708,3.4734535132173336,0.7757109946486551,1.0077494490399999,0.0,0.0
100,14.957671102809325,5.416496961908933,2.73537805836453,5.674816811832589,0.9893387270734442,2.568088281871294,0.7737852802727048,0.8045229583425089,0.0,0.0
