ratio,capex_sat_mid_midpoint,power_consumption_mid_midpoint,unplanned_cost_mid_midpoint,capex_sat_mid_deviation,power_consumption_mid_deviation,unplanned_cost_mid_deviation,sum_mid_midpoint,sum_mid_deviation
25,12.722579433589392,3.5294550454826537,1.403811950810323,1.0714319011115148,1.0380750133772507,0.0,17.655846429882367,2.1095069144887653
50,10.525746848618306,2.9666831925380306,1.1953998237032637,0.8740122156919181,0.8725538801582444,0.0,14.6878298648596,1.7465660958501625
100,8.492830178303644,2.3442577327258913,0.917046183890155,0.693608677792581,0.6894875684487914,0.0,11.75413409491969,1.3830962462413723
