#cluster_size,ratio,fiber_cost_mean,fiber_cost_ci,transport_cost_mean,transport_cost_ci,unplanned_cost_mean,unplanned_cost_ci,power_consumption_mean,power_consumption_ci,capex_mean,capex_ci,capex_sat_mean,capex_sat_ci,recurring,sum
50,25,6.474534703146041,0.0672579230372914,13.315623700569637,0.4276282726608472,1.5963082398907997,0.016314925528036282,6.128827044501182,0.03793763869539071,18.808756281905154,0.23723852042342203,16.332844033388945,0.1426185846576649,21.38646664360648,40.19522292551163
50,50,6.205687957189241,0.04318262640393571,9.336128273311427,0.4696507282159263,1.3580325028345916,0.013639177905695478,5.329331212973041,0.03718822930351233,15.676812561767603,0.15228526132716663,14.189708864961634,0.11061878927991453,16.89984873333526,32.576661295102866
50,100,6.190282242181638,0.05806290510129617,5.674816811832589,0.32299701781125945,1.0944412556910053,0.013154634695488247,4.407023925337319,0.03727710026484839,12.956994648932849,0.11368242067977748,11.997020622189286,0.1007562828049286,12.959540309705233,25.91653495863808
100,25,6.8417688803514904,0.10619402407050633,14.311968545090197,0.542339014101526,1.643771495390831,0.023137392908218674,6.026625290653058,0.040556349316879396,16.30824500591518,0.23131778955254606,14.363162710810567,0.13095649655530328,22.797508920832517,39.105753926747695
100,50,6.17053748800768,0.05493347084635195,9.160529663778574,0.4830754483075073,1.4280274979821208,0.015748374391918535,5.185481451822495,0.04096132749315651,13.149603859747772,0.15183734874675986,11.964289809298542,0.11726008717751225,16.759094649768375,29.90869850951615
100,100,6.050304718599502,0.03567905399418658,4.854979255101793,0.20951862258551643,1.1405306532675266,0.013325046410917146,4.247377395927466,0.037760155354932066,10.459454235730758,0.10893883433572742,9.740276255731171,0.09426475211162895,12.045814626968822,22.50526886269958
200,25,6.509293203794176,0.09989680836321746,13.400680353393494,0.47363305657196825,1.82543000850052,0.02593982596729422,6.219329470570379,0.05706972232917911,14.351949214948146,0.1753524052401545,13.154866040239904,0.13204108337881906,21.735403565688188,36.08735278063634
200,50,6.49671885598495,0.08904954569887152,9.978443195752819,0.5892263591743182,1.4705204153044014,0.02215728197536826,5.276685312098502,0.046899568609117655,12.023778684874944,0.14466232017094782,11.08046318795329,0.11044838214542851,17.94568246704217,29.969461151917116
200,100,6.020147182361485,0.04120882707037577,4.866431080221867,0.2139676345351856,1.2006232155938807,0.01407871718955445,4.280974598778249,0.038775283415189855,9.285407856479388,0.10300270409218894,8.70487349088138,0.09355870874752546,12.087201478177233,21.372609334656623
