#cluster_size,ratio,fiber_cost_mean,fiber_cost_ci,transport_cost_mean,transport_cost_ci,unplanned_cost_mean,unplanned_cost_ci,power_consumption_mean,power_consumption_ci,capex_mean,capex_ci,recurring,sum
50,25,5.655198479165436,0.059062997760266335,13.315623700569637,0.4276282726608472,2.8249723091836643,0.02236324329884808,6.014792061822726,0.037174099374528105,23.678628095256848,0.5375555862699174,21.795794488918737,45.474422584175585
50,50,5.413691872728807,0.03711697001334378,8.553180752550817,0.3989571924236598,2.431970548854156,0.019221117127507542,5.221005873504548,0.03719370416565699,18.573161839221054,0.2957207891637566,16.39884317413378,34.97200501335483
50,100,5.4253873300804925,0.0513419574637573,5.6141718055953085,0.3043208426827633,2.0058227267174407,0.018603808160026204,4.292625715839696,0.03708301429067103,14.794696304721011,0.1730762763769115,13.045381862393242,27.840078167114253
100,25,5.967039061100588,0.0891273601504846,14.311968545090197,0.542339014101526,2.683866300455671,0.028202821917024334,5.874767906945031,0.03924852873928728,20.08927536521301,0.5082658849265008,22.962873906646458,43.05214927185946
100,50,5.382385577784147,0.04752960035538418,8.393564970180403,0.41070717578317734,2.311240599280172,0.022045697250763944,5.040435586035363,0.040079992407407596,15.415992913304354,0.28058933182255147,16.087191147244724,31.503184060549078
100,100,5.303083894881392,0.03201901213653972,4.840498763432333,0.21067962924631556,1.8600183947259004,0.018421241288173105,4.110693891188472,0.037154388806008486,11.79957006122339,0.1692607250813605,12.003601053039626,23.803171114263016
200,25,5.6864085434301535,0.08699588913589167,13.400680353393494,0.47363305657196825,2.7735850476453936,0.03198854460171641,6.013181186852674,0.05254608592481976,16.597964490983237,0.3475067254867354,21.860673944469042,38.45863843545228
200,50,5.658509086002549,0.07207337515382015,9.019941246350678,0.48535383172768914,2.257096973545271,0.0278788164832849,5.0979111871893155,0.044693974921804915,13.781931391048467,0.2665371808723031,16.935547305898496,30.717478696946962
200,100,5.277559245574482,0.03702768196286943,4.866431080221867,0.2139676345351856,1.8264149319943739,0.019058739913552766,4.113666306953217,0.03777428745090291,10.326238366078426,0.1549293422565963,11.970405257790723,22.29664362386915
