#cluster_size,mean_25,mean_50,mean_100,ci_25,ci_50,ci_100
50,451.75768508048145,269.7565987517213,177.13294472465685,67.19850811724133,34.690116815830635,18.618077287283327
100,358.9181563883758,213.19051501347585,135.44714674232858,61.67657374958856,30.958964209806197,17.86770163231466
200,217.06807352087876,176.01154530791234,107.58651253762851,43.382075374720394,30.274845885943304,16.127525480041992
