#ratio,mean_deploy,mean_fiber_cost,mean_radio_cost,mean_router_cost,ci_deploy,ci_fiber_cost,ci_radio_cost,ci_router_cost,relayratio_mean,relayratio_ci,sum
0.25,447.3638886871972,217.06807352087876,140.9228106955894,137.54953609065186,9.963775606796768,43.382075374720394,2.5911624165827662,5.113261638642338,0.2254347524892021,0.01130284007611011,942.9043089943171
0.5,379.200662242732,176.01154530791234,116.50255224493709,115.50915166250657,8.597915737175756,30.274845885943304,2.493779701786267,3.5144680058027706,0.16235715302485476,0.00870746851903999,787.223911458088
1.0,294.1437837360421,107.58651253762851,88.67503510449305,87.63641825643447,7.320609569319679,16.127525480041992,2.1759702307835314,2.7830961496055022,0.11577804268298719,0.005978361799810014,578.0417496345981
