#,antennae,type
278271,2,relay
278272,2,relay
278279,2,relay
278282,2,relay
278287,2,relay
278295,1,relay
278299,2,relay
278300,2,relay
278301,2,relay
278302,2,relay
278308,2,relay
278309,2,relay
278310,2,relay
278311,2,relay
278312,2,relay
278313,1,relay
278314,3,gw
278316,1,gw
278319,2,relay
278320,2,relay
278326,2,relay
278328,1,relay
278329,2,relay
278330,2,relay
278331,2,relay
278332,2,relay
278335,2,relay
278336,1,relay
278338,2,relay
278339,1,relay
278340,2,relay
278341,2,relay
278342,2,relay
278343,2,relay
278344,3,relay
278345,2,relay
278346,2,relay
278347,3,gw
278349,2,relay
278350,3,relay
278351,2,relay
278352,2,relay
278355,2,relay
278358,2,relay
278359,2,relay
278364,1,relay
278365,2,relay
278369,2,relay
278371,2,relay
278372,1,relay
278374,2,relay
278375,2,relay
278376,2,relay
278377,2,relay
278378,2,relay
278385,2,relay
278388,2,relay
278390,2,relay
278392,1,relay
278393,2,relay
278400,1,relay
278402,1,relay
278406,2,relay
278408,1,relay
278409,1,relay
278411,2,relay
278412,2,relay
278417,1,relay
278420,2,relay
278423,2,relay
278425,1,relay
278427,2,relay
278428,2,relay
278429,2,gw
278431,2,relay
278432,2,relay
278438,2,relay
278439,1,relay
278443,2,relay
278445,2,relay
278447,2,relay
278450,2,relay
278452,2,relay
278455,2,relay
278459,2,relay
278460,3,gw
278464,2,relay
278466,3,relay
278467,2,relay
278469,2,relay
278472,2,relay
278473,2,relay
278476,2,relay
278481,2,relay
278485,2,relay
278487,2,relay
278488,2,relay
278492,2,relay
278493,2,relay
278495,2,relay
278504,2,relay
278505,2,relay
278506,1,relay
278509,2,relay
278510,1,relay
278511,2,relay
278513,2,relay
278514,2,relay
278516,2,relay
278518,1,relay
278520,3,relay
278521,2,relay
278522,3,gw
278528,2,relay
278531,1,relay
278534,2,relay
278535,2,relay
278536,2,relay
278537,2,relay
278540,2,relay
278543,2,relay
278545,2,relay
278546,2,relay
278548,1,relay
278552,2,relay
278556,3,relay
278557,2,relay
278564,2,relay
278566,2,relay
278570,2,relay
278573,2,relay
278574,1,relay
278575,1,relay
278578,2,relay
278583,2,relay
278585,2,relay
278586,2,relay
278588,2,relay
278589,2,relay
278591,3,relay
278592,3,relay
278594,3,gw
278600,1,relay
278602,1,relay
278605,2,relay
278608,3,gw
278609,3,relay
278614,2,relay
278618,1,relay
278619,2,relay
278621,1,relay
278622,2,relay
278623,2,relay
278624,1,relay
278629,2,relay
278630,2,relay
278631,1,relay
278632,2,relay
278635,2,relay
278643,2,relay
278668,2,relay
278670,2,relay
278672,1,relay
278674,1,relay
278676,1,relay
278677,2,relay
278678,2,gw
278679,2,relay
278680,2,relay
278681,2,relay
278682,2,relay
278683,2,relay
278684,2,relay
278685,2,relay
278687,3,relay
278689,2,relay
278690,2,relay
278691,3,relay
278692,3,relay
278693,2,relay
278694,1,relay
278695,2,relay
278697,3,gw
278700,3,relay
278701,2,relay
278702,2,relay
278706,3,relay
278709,2,relay
278711,2,relay
278713,2,relay
278714,2,relay
278726,2,relay
278730,2,relay
278732,2,relay
278735,2,relay
278736,1,relay
278737,2,relay
278742,2,relay
278744,2,relay
278747,2,relay
278754,2,relay
278760,2,relay
278761,1,relay
278767,2,relay
278769,2,relay
278772,2,relay
278774,2,relay
278775,2,relay
278776,3,relay
278777,3,relay
278778,3,relay
278779,3,relay
278780,2,relay
278781,2,relay
278782,2,relay
278784,3,relay
278785,2,relay
278786,2,relay
278788,2,relay
278790,2,relay
278791,2,relay
278792,2,relay
278793,2,relay
278798,2,relay
278800,2,relay
278801,2,relay
278802,1,relay
278803,2,relay
278805,2,relay
278807,2,gw
278808,1,relay
278809,3,relay
278812,2,relay
278814,2,relay
278820,2,relay
278825,2,relay
278826,2,relay
278828,2,relay
278832,2,relay
278833,2,relay
278835,2,relay
278841,1,relay
278844,2,relay
278845,1,relay
278846,2,relay
278848,2,relay
278852,2,relay
278862,2,relay
278864,4,gw
278865,2,relay
278868,1,relay
278869,2,relay
278870,2,relay
278874,2,relay
278878,2,relay
278879,2,relay
278881,2,relay
278883,2,relay
278884,2,relay
278887,2,relay
278890,2,relay
278891,2,relay
278892,2,relay
278895,2,relay
278896,3,relay
278897,3,gw
278898,2,relay
278899,2,relay
278900,2,relay
278901,2,relay
278907,1,relay
278908,2,relay
278909,2,relay
278910,2,relay
278911,2,relay
278913,2,relay
278917,1,relay
278918,2,relay
278921,1,relay
278922,2,relay
278923,2,relay
278929,2,relay
278934,2,relay
278937,1,relay
278938,2,relay
278940,3,gw
278941,1,relay
278943,2,relay
278945,1,relay
278947,2,relay
278955,2,relay
278959,2,relay
278961,1,relay
278962,2,relay
