#cluster_size,mean_25,mean_50,mean_100,ci_25,ci_50,ci_100
50,621.060751611917,379.12427365049444,247.36861116438808,76.94716809822728,45.23831217245132,27.323522789596936
100,523.1813385880491,307.9848684774736,184.25972854212992,80.2132205614099,39.2592788840298,22.08287961033022
200,360.54755401103444,244.43879735331714,154.08631356026245,52.426593004825314,35.83147686570848,19.69604397935384
