#failed,mean_25,mean_50,mean_100,ci_25,ci_50,ci_100
0,1336.2785419505547,1395.9054950979696,1462.7639156596792,5.210107727631359,3.5865684936427127,2.4410256031523248
1,898.5695768634188,977.1999752608599,1047.848637317208,4.536982390961841,3.2362481775551304,2.327018262290749
