#,antennae,type
157306,2,relay
157310,1,relay
157311,2,relay
157314,2,relay
157320,2,relay
157334,2,relay
157335,2,relay
157341,2,relay
157342,2,relay
157354,2,relay
157355,2,relay
157358,1,relay
157361,1,relay
157365,1,relay
157371,2,relay
157384,2,relay
157385,2,relay
157392,1,relay
157399,2,relay
157400,2,relay
157405,1,relay
157407,1,relay
157409,1,relay
157413,2,relay
157416,2,relay
157420,4,gw
157425,2,relay
157429,2,relay
157434,2,relay
157440,2,relay
157451,2,relay
157455,2,relay
157472,1,relay
157476,2,relay
157483,2,gw
157485,2,relay
157493,1,relay
157494,2,relay
157499,2,relay
157503,2,relay
157508,2,relay
157512,2,relay
157516,2,relay
157520,1,relay
157529,1,relay
157541,2,relay
157542,4,gw
157554,1,relay
157555,2,relay
157556,2,relay
157561,2,relay
157563,1,relay
157564,2,relay
157565,2,relay
157570,2,relay
157571,2,relay
157573,2,relay
157575,2,relay
157593,2,relay
157598,2,relay
157601,2,relay
157610,2,relay
157614,2,relay
157619,2,relay
157620,1,relay
157625,2,relay
157631,4,gw
157638,2,relay
157642,2,relay
157647,2,relay
157648,2,relay
157650,2,relay
157651,2,relay
157657,1,relay
157659,2,relay
157674,1,relay
157677,2,relay
157680,2,relay
157690,1,relay
157701,2,relay
157706,2,relay
157708,2,relay
157710,4,gw
157716,2,relay
157718,2,relay
157720,1,relay
157728,1,relay
157740,2,relay
157741,1,relay
157743,2,relay
157749,1,relay
157780,2,relay
157784,2,relay
157789,1,relay
157791,2,relay
157797,2,relay
157802,2,relay
157803,1,relay
157824,2,relay
157829,2,relay
157835,2,relay
157837,4,gw
157840,1,relay
157855,1,relay
157856,1,relay
157858,2,relay
157862,2,relay
157863,2,relay
157877,2,relay
157880,1,relay
157889,2,relay
157893,2,relay
157910,2,relay
157919,2,relay
157923,4,gw
157931,2,relay
157941,2,relay
157946,1,relay
157952,6,relay
157956,6,relay
157957,4,relay
157959,2,relay
157961,2,relay
157963,2,relay
157970,2,relay
157973,2,relay
157988,2,relay
157989,2,relay
158007,1,relay
158017,2,relay
158028,2,relay
158035,2,relay
158054,2,relay
158058,1,relay
158066,2,relay
158070,2,relay
158077,2,relay
158092,2,relay
158095,2,relay
158096,4,gw
158104,2,relay
158114,1,relay
158117,1,relay
158119,1,relay
158126,2,relay
158134,2,relay
158144,2,relay
158146,1,relay
158152,2,relay
158156,2,relay
158178,2,relay
158180,2,relay
158183,1,relay
158192,2,relay
158200,1,relay
158202,2,relay
158211,2,relay
158212,2,relay
158213,4,gw
158219,2,relay
158231,2,relay
158235,4,gw
158236,1,relay
158245,2,relay
158253,2,relay
158258,2,relay
158272,2,relay
158275,2,relay
158285,2,relay
158293,1,relay
158300,1,relay
158303,2,relay
158312,1,relay
158319,2,relay
158324,2,relay
158328,2,relay
158330,2,relay
158332,2,relay
158333,2,relay
158336,3,relay
158338,2,relay
158342,2,relay
158346,1,relay
158350,2,relay
158352,2,relay
158368,1,relay
158376,1,relay
158379,1,relay
158390,2,relay
158392,3,gw
158393,1,relay
158395,1,relay
158402,2,relay
158406,2,relay
158419,2,relay
158420,2,relay
158422,2,relay
158427,2,relay
158429,2,relay
158432,2,relay
158433,2,relay
158438,1,relay
158441,2,relay
158443,2,relay
158457,1,relay
158460,2,relay
158464,2,relay
158466,1,relay
158467,2,relay
158479,2,relay
158481,2,relay
158483,1,relay
158491,1,relay
158498,2,relay
158520,1,relay
158522,2,relay
158523,2,relay
158524,2,relay
158527,4,gw
158541,2,relay
158542,2,relay
158564,1,relay
158570,1,relay
158585,1,relay
158593,2,relay
158597,1,relay
158606,2,relay
158607,1,relay
158608,2,relay
158609,2,relay
158615,2,relay
158619,1,relay
158621,2,relay
158623,2,relay
158629,2,relay
158634,4,gw
158644,2,relay
158649,1,relay
158653,1,relay
158658,2,relay
158667,2,relay
158670,2,relay
158673,2,relay
158678,1,relay
158687,4,gw
158689,1,relay
158694,1,relay
158699,2,relay
158703,2,relay
158710,1,relay
158718,2,relay
158722,2,relay
158738,2,relay
158746,2,relay
158753,2,relay
158755,1,relay
158774,2,relay
158782,2,relay
158783,2,relay
158789,1,relay
158797,2,relay
158798,2,relay
158799,1,relay
158802,1,relay
158803,1,relay
158805,4,gw
158818,2,relay
158819,2,relay
158825,2,relay
158827,2,relay
158844,2,relay
158884,2,relay
158893,2,relay
158895,2,relay
158896,2,relay
158909,1,relay
158910,2,relay
158915,4,gw
158955,2,relay
158956,2,relay
158972,2,relay
158974,1,relay
158976,2,relay
158977,2,relay
158979,1,relay
158983,4,relay
158985,2,relay
158990,2,relay
158995,2,relay
158999,2,relay
159005,2,relay
159008,2,relay
159023,2,relay
159026,1,relay
159027,2,relay
159034,1,relay
159040,2,relay
159041,1,relay
159044,2,relay
159045,4,gw
159052,2,relay
159058,2,relay
159059,2,relay
159062,2,relay
159063,2,relay
159065,2,relay
159073,1,relay
159075,2,relay
159077,2,relay
159080,2,relay
159086,2,relay
159091,1,relay
159093,1,relay
159099,2,relay
159101,2,relay
159111,1,relay
159116,2,relay
159117,2,relay
159118,1,relay
159120,2,relay
159123,2,relay
159128,2,relay
159141,1,relay
159147,2,relay
159161,1,relay
159171,2,relay
159174,4,gw
159184,1,relay
159193,2,relay
159201,2,relay
159205,1,relay
159218,1,relay
159222,2,relay
159226,2,relay
159228,2,relay
159229,1,relay
159230,2,relay
159234,4,gw
159242,2,relay
159251,2,relay
159260,2,relay
159262,2,relay
159263,2,relay
159264,2,relay
159269,2,relay
159270,2,relay
159272,2,relay
159273,1,relay
159275,4,relay
159276,2,relay
159277,2,relay
159281,1,relay
159284,2,relay
159293,1,relay
159294,2,relay
159297,2,relay
159298,2,relay
159305,2,relay
159311,4,gw
159312,2,relay
159315,1,relay
159316,2,relay
159320,1,relay
159323,2,relay
159326,1,relay
159337,1,relay
159340,2,relay
159342,1,relay
159345,2,relay
159348,1,relay
159350,1,relay
159351,1,relay
159352,1,relay
159355,2,relay
159361,2,relay
159362,4,gw
159369,1,relay
159373,2,relay
159378,2,relay
159386,2,relay
159387,2,relay
159398,1,relay
159401,2,relay
159403,2,relay
159415,2,relay
159416,1,relay
159417,1,relay
159418,2,relay
159420,1,relay
159421,2,relay
159423,2,relay
159424,2,relay
159429,1,relay
159431,1,relay
159434,1,relay
159450,2,relay
159457,2,relay
159459,2,relay
159464,2,relay
159466,1,relay
159474,1,relay
159505,2,relay
159514,2,relay
159517,2,relay
159518,2,relay
159521,2,relay
159524,2,relay
159525,2,relay
159528,2,relay
159531,2,relay
159535,2,relay
159536,2,relay
159538,1,relay
159544,2,relay
159547,2,relay
159548,1,relay
159550,2,relay
159551,1,relay
159552,2,relay
159555,4,gw
159560,2,relay
159565,2,relay
159591,2,relay
159604,1,relay
159614,2,relay
159628,2,relay
159639,2,relay
159643,2,relay
159650,4,gw
159652,2,relay
159666,2,relay
159671,2,relay
159673,2,relay
159677,2,relay
159678,2,relay
159681,2,relay
159696,1,relay
159713,4,gw
159726,1,relay
159734,2,relay
159735,1,relay
159740,1,relay
159741,2,relay
159747,1,relay
159755,2,relay
159757,2,relay
159758,2,relay
159763,2,relay
159765,2,relay
159769,2,relay
159770,2,relay
159771,2,relay
159779,2,relay
159780,2,relay
159788,2,relay
159793,2,relay
159800,2,relay
159803,2,relay
159804,1,relay
159806,2,relay
159813,2,relay
159822,2,relay
159832,1,relay
159839,2,relay
159840,2,relay
159847,2,relay
159849,1,relay
159852,1,relay
159854,2,relay
159860,1,relay
159867,1,relay
159872,1,relay
159873,1,relay
159878,2,relay
159882,4,gw
159889,2,relay
159891,1,relay
159893,2,relay
159898,1,relay
159904,1,relay
159905,2,relay
159912,1,relay
159915,2,relay
159921,2,relay
159923,2,relay
159925,2,relay
159927,1,relay
159928,2,relay
159930,2,relay
159935,2,relay
159936,1,relay
159941,2,relay
159950,2,relay
159963,3,gw
159965,2,relay
159967,2,relay
159984,2,relay
159989,2,relay
159990,1,relay
159991,1,relay
160002,2,relay
160009,2,relay
160019,2,relay
160021,1,relay
160029,1,relay
160037,2,relay
160050,2,relay
160057,2,relay
160062,4,gw
160063,2,relay
160067,2,relay
160075,2,relay
160082,1,relay
160085,1,relay
160087,2,relay
160098,1,relay
160109,4,gw
160121,2,relay
160122,1,relay
160123,2,relay
160129,1,relay
160130,2,relay
160144,1,relay
160152,1,relay
160153,2,relay
160163,2,relay
160170,2,relay
160189,2,relay
160196,2,relay
160212,4,gw
160229,1,relay
160240,2,relay
160241,1,relay
160243,2,relay
160248,2,relay
160254,2,relay
160255,1,relay
160262,2,relay
160266,1,relay
160279,2,relay
160284,1,relay
160291,2,relay
160292,2,relay
160301,2,relay
160303,1,relay
160304,2,relay
160305,2,relay
160309,2,relay
160315,4,gw
160317,2,relay
160322,1,relay
160325,1,relay
160329,2,relay
160346,2,relay
160358,4,gw
160364,1,relay
160368,2,relay
160370,2,relay
160371,3,relay
160376,1,relay
160380,1,relay
160383,1,relay
160386,2,relay
160388,2,relay
160403,2,relay
160407,2,relay
160408,1,relay
160409,2,relay
160413,2,relay
160419,2,relay
160420,2,relay
160423,2,relay
160424,2,relay
160430,2,relay
160433,1,relay
160434,2,relay
160441,2,relay
160449,2,relay
160451,1,relay
160452,2,relay
160455,2,relay
160462,2,relay
160463,2,relay
160472,2,relay
160474,2,relay
160486,2,relay
160496,2,relay
160497,1,relay
160501,2,relay
160502,1,relay
160505,1,relay
160516,2,relay
160527,2,relay
160533,2,relay
160540,2,relay
160541,2,relay
160550,2,relay
160553,1,relay
160557,2,relay
160560,2,relay
160565,4,gw
160581,2,relay
160585,2,relay
160586,2,relay
160588,2,relay
160590,2,relay
160594,2,relay
160596,2,relay
160618,2,relay
160629,2,relay
160635,1,relay
160640,2,relay
160641,2,relay
160649,2,relay
160655,2,relay
160656,2,relay
160657,2,relay
160658,2,relay
160660,2,relay
160661,2,relay
160663,2,relay
160665,2,relay
160672,2,relay
160674,1,relay
160679,1,relay
160680,4,gw
160681,1,relay
160683,2,relay
160686,1,relay
160690,2,relay
160693,2,relay
160695,1,relay
160707,2,relay
160708,2,relay
160711,2,relay
160719,2,relay
160724,1,relay
160729,2,relay
160730,2,relay
160735,1,relay
160738,1,relay
160742,2,relay
160745,4,gw
160751,2,relay
160752,2,relay
160770,2,relay
160772,2,relay
160777,1,relay
160781,1,relay
160782,1,relay
160789,2,relay
160792,1,relay
160814,2,relay
160817,1,relay
160825,2,relay
160837,4,gw
160838,2,relay
160839,2,relay
160850,2,relay
160854,2,relay
160858,2,relay
160870,1,relay
160888,2,relay
160892,1,relay
160893,2,relay
160908,2,relay
160914,2,relay
160916,1,relay
160920,1,relay
160929,2,relay
160931,4,gw
160944,2,relay
160956,2,relay
160978,2,relay
160979,1,relay
160982,1,relay
160994,1,relay
161000,2,relay
161003,2,relay
161007,2,relay
161014,2,relay
161021,2,relay
161026,2,relay
161033,1,relay
161040,1,relay
161048,2,relay
161051,2,relay
161062,1,relay
161064,2,relay
161073,4,gw
161076,2,relay
161077,2,relay
161082,2,relay
161090,1,relay
161091,2,relay
161106,2,relay
161109,1,relay
161110,1,relay
161111,1,relay
161114,1,relay
161119,2,relay
161124,1,relay
161125,2,relay
161127,4,gw
161129,2,relay
161130,2,relay
161136,2,relay
161138,1,relay
161141,2,relay
161142,2,relay
161143,1,relay
161152,1,relay
161154,2,relay
161155,1,relay
161159,6,relay
161160,1,relay
161161,4,gw
161165,1,relay
161169,2,relay
161178,3,relay
161182,1,relay
161185,1,relay
161187,5,relay
161192,2,relay
161198,6,relay
161202,2,relay
161203,2,relay
161205,2,relay
161212,2,relay
161215,1,relay
161216,2,relay
161218,2,relay
161219,2,relay
161221,2,relay
161224,1,relay
161234,2,relay
161236,2,relay
161237,2,relay
161240,2,relay
161241,2,relay
161243,4,relay
161245,2,relay
161249,1,relay
161250,2,relay
161251,1,relay
161259,1,relay
161266,2,relay
161268,2,relay
161271,1,relay
161274,2,relay
161275,2,relay
161280,1,relay
161283,2,relay
161284,2,relay
161290,2,relay
161294,1,relay
161295,1,relay
161297,2,relay
161298,2,relay
161299,2,relay
161304,2,relay
161307,2,relay
161311,2,relay
161318,1,relay
161319,2,relay
161332,2,relay
161340,1,relay
161354,2,relay
161359,1,relay
161371,2,relay
161372,2,relay
161376,2,relay
161377,4,gw
161378,3,gw
161382,2,relay
161386,4,relay
161391,2,relay
161392,2,relay
161397,2,relay
161411,2,relay
161413,2,relay
161417,1,relay
161418,2,relay
161419,2,relay
161433,2,relay
161434,2,relay
161446,2,relay
161449,1,relay
161452,1,relay
161453,2,relay
161458,2,relay
161459,1,relay
161460,2,relay
161467,2,relay
