#ratio,mean_deploy,mean_fiber_cost,mean_radio_cost,mean_router_cost,ci_deploy,ci_fiber_cost,ci_radio_cost,ci_router_cost,relayratio_mean,relayratio_ci,sum
0.25,583.0102751672824,360.54755401103444,170.82958568919835,222.52165174753358,14.303576905323924,52.426593004825314,2.7139995148429903,7.084962840878761,0.30532295925379965,0.0067253477942862015,1336.9090666150487
0.5,515.1352594142189,244.43879735331714,147.93382790656634,199.79936542839437,12.47559595855382,35.83147686570848,3.060523327678516,5.503552285055951,0.26414548843328206,0.005832478830410397,1107.3072501024967
1.0,417.47556860947566,154.08631356026245,117.24843356488753,164.32282586640144,9.984670720851994,19.69604397935384,2.929875028838692,3.953982054772371,0.2118734305820193,0.005655709526879065,853.1331416010271
