#cluster_size,mean_25,mean_50,mean_100,ci_25,ci_50,ci_100
50,627.4591261035868,378.30002997073495,244.01822274311888,81.88753059069448,45.42580015917946,25.074843994883935
100,511.6351242950545,306.577473393282,192.8933891496437,75.81039896166682,38.418661352307026,22.664648565152586
200,371.806406532593,255.12367647847287,155.6363298273068,53.61738626124858,38.310481093480135,20.12741805370108
