#,antennae,type
24720,2,relay
24722,2,relay
24724,2,relay
24725,2,relay
24728,2,relay
24730,2,relay
24733,3,relay
24734,2,relay
24736,2,relay
24743,2,relay
24745,2,relay
24746,2,relay
24750,4,gw
24751,2,relay
24752,2,relay
24753,2,relay
24754,2,relay
24755,2,relay
24759,2,relay
24763,2,relay
24764,2,relay
24768,2,relay
24769,2,relay
24777,2,relay
24791,2,relay
24792,2,relay
24794,2,relay
24810,2,relay
24820,2,relay
24833,2,relay
24836,2,relay
24839,1,relay
24841,2,relay
24847,2,relay
24848,2,relay
24851,2,relay
24852,2,relay
24853,2,relay
24857,2,relay
24858,2,relay
24861,2,relay
24862,2,relay
24863,2,relay
24864,2,relay
24869,2,relay
24872,2,relay
24874,2,relay
24876,2,relay
24879,3,relay
24881,4,gw
24884,2,relay
24889,2,relay
24891,2,relay
24896,2,relay
24903,2,relay
24904,2,relay
24909,2,relay
24911,2,relay
24915,2,relay
24928,2,relay
24929,2,relay
24930,2,relay
24931,1,relay
24935,2,relay
24939,2,relay
24940,2,relay
24941,2,relay
24943,3,relay
24945,2,relay
24948,2,relay
24950,2,relay
24955,2,relay
24962,4,gw
24963,2,relay
24967,2,relay
24971,1,relay
24973,2,relay
24979,2,relay
24984,2,relay
24987,2,relay
24988,2,relay
24991,1,relay
24995,2,relay
25002,2,relay
25003,2,relay
25004,2,relay
25005,2,relay
25008,2,relay
25015,2,relay
25019,2,relay
25020,2,relay
25026,2,relay
25028,2,relay
25033,2,relay
25035,3,relay
25042,2,relay
25044,4,gw
25045,2,relay
25046,2,relay
25049,2,relay
25050,2,relay
25060,2,relay
25065,2,relay
25067,2,relay
25068,2,relay
25075,2,relay
25080,2,relay
25104,2,relay
25106,2,relay
25109,2,relay
25118,2,relay
25127,2,relay
25130,2,relay
25131,4,gw
25132,2,relay
25135,2,relay
25138,2,relay
25139,2,relay
25140,2,relay
25141,2,relay
25145,2,relay
25147,2,relay
25154,2,relay
25160,2,relay
25163,2,relay
25166,2,relay
25168,2,relay
25176,2,relay
25179,2,relay
25183,2,relay
25184,2,relay
25190,1,relay
25192,2,relay
25194,2,relay
25200,2,relay
25210,2,relay
25212,2,relay
25217,2,relay
25218,2,relay
25220,2,relay
25222,2,relay
25223,2,relay
25225,2,relay
25227,2,relay
25230,2,relay
25231,4,gw
25234,2,relay
25235,3,relay
25236,3,relay
25237,3,relay
25241,2,relay
25243,3,relay
25248,3,relay
25249,1,relay
25252,2,relay
25255,1,relay
25260,2,relay
25264,2,relay
25265,2,relay
25266,3,relay
25271,2,relay
25274,2,relay
25292,2,relay
25298,2,relay
25305,1,relay
25309,2,relay
25311,2,relay
25315,2,relay
25322,2,relay
25326,2,relay
25327,2,relay
25339,1,relay
25341,2,relay
25349,2,relay
25353,2,relay
25357,2,relay
25360,2,relay
25361,2,relay
25376,2,relay
25383,3,relay
25386,2,relay
25395,2,relay
25396,2,relay
25398,2,relay
25400,2,relay
25401,1,relay
25404,3,relay
25407,2,relay
25410,2,relay
25416,2,relay
25424,2,relay
25427,4,gw
25428,2,relay
25435,2,relay
25436,2,relay
25437,2,relay
25438,2,relay
25443,2,relay
25444,2,relay
25459,4,gw
25461,2,relay
25462,2,relay
25465,2,relay
25468,2,relay
25470,2,relay
25471,2,relay
25474,2,relay
25475,2,relay
25477,2,relay
25481,2,relay
25484,2,relay
25485,1,relay
