#ratio,mean_deploy,mean_fiber_cost,mean_radio_cost,mean_router_cost,ci_deploy,ci_fiber_cost,ci_radio_cost,ci_router_cost,relayratio_mean,relayratio_ci,sum
0.2,441.5890550624149,325.32555158939783,126.32679336156632,125.51525642385316,4.2534192788732526,24.633412315649153,1.188443501415706,2.176881289166222,0.17090330773683962,0.003911891952976977,1018.7566564372322
0.25,415.6791282051669,269.5723018482159,121.81940659669668,115.71870239745652,4.494182326781232,17.950185125184372,1.1943166600241595,2.2936673198357926,0.1610311348599036,0.003508268506357203,922.789539047536
0.5,347.7181994951983,208.7773467784419,99.16078029866927,93.15331661420183,3.5972917583347495,13.089284636951188,0.9510040213175323,1.5272898066295428,0.11899531004687018,0.002653603729193957,748.8096431865113
1.0,270.46243598171606,122.01509558670169,75.62707376605516,71.13675862473454,2.9991681895252906,6.195073793084759,0.7949449194805627,1.0969931346800796,0.08406671156907988,0.0017808784187057687,539.2413639592074
